"0x0bd0c0028295dbc2b8794d0273ef78c3a98e7d0f","gu3togenesis","EOS6rYozeiJmXBmAktyF8sZspZh5d6QT96iGMhcwbUQDBybaVt717","2144.1857"
"0x0064f99bc53bff10c5791e16d910cc9e7c8b2b20","gu4dggenesis","EOS58F8wLHAFdkf66KU45dcht2347LFAARsytWfTBQqobeVo9vqSy","306.7945"
"0xa2ee06703b923fdc6af6b7fbd06f21f370595b8b","gu4tcgenesis","EOS5LLKDPkHUYMhZDAyb3uwzmwy7BHg8LQNsvVNeKdNau4HoSb9Th","306.6945"
"0x11e723676fd78327182e3093c61be2606f815a81","gu4tggenesis","EOS7QvyGso5ejwHUv6T5HiLKZXFaaHTukmUahYJ1VhZANKbDMnRm8","7124.9470"
"0x00bd383fc8c258363890ce8785f0e09f2057d113","gu4togenesis","EOS78g7PeF1d1B4i3FVSQjZrgKwQFnwCWDeuAYUHpnkvKsT1mARAU","613.5890"
"0x5dcd1c6820aa2ce69d024f28ec052c21bdaebe4b","gyytigenesis","EOS87yRZPsEYZW9gxbzLTouUfG4nxRsKbBP71qkh58spGs1YtiLaL","61.3589"
"0xe63727475ecac9f6673cd31edea73acd21d5c393","gyytsgenesis","EOS7FKys3WcHjh3rSjTu9JLFbwcUvWBkK1NBBmULHF1GkdMkBohaf","1383.2991"
"0xd4934c0176d232ff8c907372be6ce5b8bd2c56f3","gyzdcgenesis","EOS7QGVjvg6eo5xbDqaTA2x1xenVaYbvsCp3eVTKC3aJsqUK5E5zt","13.0498"
"0x7295e87b964246050b58a4fcaa060d2e088e673c","gyzdggenesis","EOS7AbvehzSiKYqaNPtgvbLobuXGBhm666Hdt422RdToqGAt2XVKV","355181.0223"
"0xcc176caa1820d5abd07397062a1126f01fbe3063","gyzdogenesis","EOS71BiXiPthgquvjZTtCMknkTXejUncRZ8a99i1BWGrKgwLX9ugg","164.0303"
"0x9ec7227784dd3ab9c808fde36768f0c177f9068b","gyzdqgenesis","EOS8hWEAucbgUwh3CqfWm1AFWUFEJQGxovuMVfiLB6T1au7tM4nL7","460.3133"
"0xa8538b265aba5cdda2c5b62326b09a40da386017","gyztmgenesis","EOS7bepHau4PdD3CnqkuYSgbGb2jQ4of6NXNvUGUq9Dvw7gPCC1VK","200.8782"
"0x298a74082be74ed0dab59889ebbf85d75367c084","gyztqgenesis","EOS7FqrHWm8xZ6YA3XAz6g9D1F5CG1yfRwQBZw8jZeyGzPxpreSpE","6135.8903"
"0xb523082e9c2476e237c0805fa3e79c4131093947","gy2togenesis","EOS7vZiQtLsRS8jZc9FSw7Bc9yzWgSS9eXdEESVxy7cCXqiGA4Zox","1.0001"
"0xdcbd84eab566dbac07559d39c2e0867c67cb2172","gy2tsgenesis","EOS8HsMLpMhC2yzZfiiQDUAovX1syg9NE4uXcTuytREzXDhanoNZm","621.2541"
"0x415eaa59e3c6c4de957441712f224bf8f7ba2250","gy3dsgenesis","EOS7JNYxPCHMx2iXSMq2zLmuXVLkTBiCXfACuv1dyW3ZTmeoUoRD3","8321.4112"
"0x77b51682b247a1769cb137884638920f05fece71","gy3tcgenesis","EOS4unmvG9Y9FCtqo99zk6WHUY4CQJoH1CE9g9dbMSQAPL5uVLh8j","1352.5211"
"0xe04ebd17b55a39577266d887cd7fe4b11ddfc957","gy4tcgenesis","EOS6jN5vZtBVzq4ATbmovQFVJwXp6udyCYNWZzo1f4cvGKunqbtui","5.1881"
"0x846c8b466ea140b799031f2f695fbede6f2c8223","gy4tegenesis","EOS7LyxRHg2a5cMdoM2qbod1du5hZxRExTmX8tZuAKPqmmDUX1LLX","2009.6122"
"0x9d7f8a2ab92ab0119e32972e3c78ed6e38042871","g4ydegenesis","EOS7RGVhy2N8Cx5fV2Vw5q8o2Uh69UfAtkurd7Bt278VaXyu5a4Tc","2442.8621"
"0x90be3ddca4eff20bf88aa32c5ea65a7e27cabf2c","g4ydqgenesis","EOS5CxzCZ2ub7wvjRec4nqiXQSbjUuMth99Fzxfj6mGVCryvCrodw","14.3427"
"0x0812d8708db52b68b5cbe5dc14991876e1203ca1","g4ydsgenesis","EOS6EEVenGFzboNaqZisKK4yGPoxwibqCY3HP2agY5T45ABkRSYRt","36.3589"
"0xbcec52bb8287665c68f2ab98c4de4c88c6d991a9","g4ytcgenesis","EOS6djPF3mjAoHxD4qGmzgmitdBcUGWTbCZCmuAzwYeT8uSsMAr3i","13283.5469"
"0xba7354ccf47915d3bb94c516010c093a3f6a39d1","g4ytogenesis","EOS666qUQb5nkpget5M6D6a7rbPJzdPdk5ozLCBGHmDuFvZN19Gi4","1.2587"
"0x5861a72824e63bc43467e10fdb8fad6b5d941c86","g4zdsgenesis","EOS8f7JPf8qno5coQSUd8nLRQWFXzWieEwLdh4qxn1jNs1cunEXiC","7431.6696"
"0x5bc4e86b98e636d09a356e01726b82dddd6b0f5b","g4ztggenesis","EOS6GmTRUpzjSfVg9BghjCEsMrjf8XASnxaWmiE6KGGEBuiCbRK8X","4.4041"
"0xfc97f70a9871a72b23b29f9364398e89fc0c32ff","g4ztigenesis","EOS8RPs3zN4Jk15ob8xDsPneLrWBvYV14ff64yEnAa2mex6WkSZ4z","69252.2740"
"0x1d0bdf3cebde13d984e6a588fb18a6404a1a2274","g42tigenesis","EOS6NQR1jXso739eUoUbu6U15gmyxLnZbxpV3nqm3tPDqbm446MsH","1.0001"
"0x66637ec061155f1a461393d3c4860bf376479dac","g42tkgenesis","EOS6a9g2qpQwQqkRHBTPGLhBe5VzwNXmZa94MNsMy2WT1QPCphQJB","10.6586"